date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:18:31	14672/14672	---M--	200	added ('OK')	image/jpeg	etag:%223950-5828f950acb00%22	https://kelsey.dexignzone.com/xhtml/images/category/beauty/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/beauty/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:32	14875/14875	---M--	200	added ('OK')	image/jpeg	etag:%223a1b-5828f950acb00%22	https://kelsey.dexignzone.com/xhtml/images/category/beauty/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/beauty/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:33	26610/26610	---M--	200	added ('OK')	image/jpeg	etag:%2267f2-5828f950acb00%22	https://kelsey.dexignzone.com/xhtml/images/category/beauty/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/beauty/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:33	12593/12593	---M--	200	added ('OK')	image/jpeg	etag:%223131-5828f950acb00%22	https://kelsey.dexignzone.com/xhtml/images/category/beauty/pic4.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/beauty/pic4.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:35	15335/15335	---M--	200	added ('OK')	image/jpeg	etag:%223be7-5828f953891c0%22	https://kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:36	14082/14082	---M--	200	added ('OK')	image/jpeg	etag:%223702-5828f953891c0%22	https://kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:37	13024/13024	---M--	200	added ('OK')	image/jpeg	etag:%2232e0-5828f9547d400%22	https://kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:37	12950/12950	---M--	200	added ('OK')	image/jpeg	etag:%223296-5828f9547d400%22	https://kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic4.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/lifestyle/pic4.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:38	10070/10070	---M--	200	added ('OK')	image/jpeg	etag:%222756-5828f951a0d40%22	https://kelsey.dexignzone.com/xhtml/images/category/fashion/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/fashion/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:40	17752/17752	---M--	200	added ('OK')	image/jpeg	etag:%224558-5828f951a0d40%22	https://kelsey.dexignzone.com/xhtml/images/category/fashion/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/fashion/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:41	14463/14463	---M--	200	added ('OK')	image/jpeg	etag:%22387f-5828f95294f80%22	https://kelsey.dexignzone.com/xhtml/images/category/fashion/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/fashion/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:42	15122/15122	---M--	200	added ('OK')	image/jpeg	etag:%223b12-5828f95294f80%22	https://kelsey.dexignzone.com/xhtml/images/category/fashion/pic4.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/fashion/pic4.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:42	11565/11565	---M--	200	added ('OK')	image/jpeg	etag:%222d2d-5828f95571640%22	https://kelsey.dexignzone.com/xhtml/images/category/travel/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/travel/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:43	11703/11703	---M--	200	added ('OK')	image/jpeg	etag:%222db7-5828f95571640%22	https://kelsey.dexignzone.com/xhtml/images/category/travel/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/travel/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:44	12439/12439	---M--	200	added ('OK')	image/jpeg	etag:%223097-5828f95571640%22	https://kelsey.dexignzone.com/xhtml/images/category/travel/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/travel/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:46	14937/14937	---M--	200	added ('OK')	image/jpeg	etag:%223a59-5828f95571640%22	https://kelsey.dexignzone.com/xhtml/images/category/travel/pic4.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/category/travel/pic4.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:48	26552/26552	---M-Z	200	added ('OK')	text/html	etag:%2267b8-582d977dc6580-gzip%22	https://kelsey.dexignzone.com/xhtml/about-us.html	avo/avo/kelsey.dexignzone.com/xhtml/about-us.html	(from https://kelsey.dexignzone.com/xhtml/)
10:18:48	26837/26837	---M-Z	200	added ('OK')	text/html	etag:%2268d5-582d977dc6580-gzip%22	https://kelsey.dexignzone.com/xhtml/contact.html	avo/avo/kelsey.dexignzone.com/xhtml/contact.html	(from https://kelsey.dexignzone.com/xhtml/)
10:18:53	11087/11087	---M--	200	added ('OK')	image/jpeg	etag:%222b4f-5828df8663240%22	https://kelsey.dexignzone.com/xhtml/images/blog/card/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/card/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:53	105937/105937	---M--	200	added ('OK')	image/jpeg	etag:%2219dd1-5828df79fd500%22	https://kelsey.dexignzone.com/xhtml/images/main-slider/slide2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/main-slider/slide2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:55	181430/181430	---M--	200	added ('OK')	image/jpeg	etag:%222c4b6-5828df79fd500%22	https://kelsey.dexignzone.com/xhtml/images/main-slider/slide1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/main-slider/slide1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:56	13781/13781	---M--	200	added ('OK')	image/jpeg	etag:%2235d5-5828df8663240%22	https://kelsey.dexignzone.com/xhtml/images/blog/card/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/card/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:57	21463/21463	---M--	200	added ('OK')	image/jpeg	etag:%2253d7-5828df8663240%22	https://kelsey.dexignzone.com/xhtml/images/blog/card/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/card/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:58	11427/11427	---M--	200	added ('OK')	image/jpeg	etag:%222ca3-5828df8663240%22	https://kelsey.dexignzone.com/xhtml/images/blog/card/pic4.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/card/pic4.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:59	10715/10715	---M--	200	added ('OK')	image/jpeg	etag:%2229db-5828df8663240%22	https://kelsey.dexignzone.com/xhtml/images/blog/card/pic5.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/card/pic5.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:18:59	11857/11857	---M--	200	added ('OK')	image/jpeg	etag:%222e51-5828df8757480%22	https://kelsey.dexignzone.com/xhtml/images/blog/card/pic6.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/card/pic6.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:01	11389/11389	---M--	200	added ('OK')	image/jpeg	etag:%222c7d-5828df7cd9bc0%22	https://kelsey.dexignzone.com/xhtml/images/testimonials/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/testimonials/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:02	1387/1387	---M--	200	added ('OK')	image/png	etag:%2256b-5828df725c300%22	https://kelsey.dexignzone.com/xhtml/images/newslatter-bg.png	avo/avo/kelsey.dexignzone.com/xhtml/images/newslatter-bg.png	(from https://kelsey.dexignzone.com/xhtml/)
10:19:03	6785/6785	---M--	200	added ('OK')	image/png	etag:%221a81-5828df79092c0%22	https://kelsey.dexignzone.com/xhtml/images/icon/newslatter.png	avo/avo/kelsey.dexignzone.com/xhtml/images/icon/newslatter.png	(from https://kelsey.dexignzone.com/xhtml/)
10:19:05	38297/38297	---M--	200	added ('OK')	image/jpeg	etag:%229599-5828df8b27d80%22	https://kelsey.dexignzone.com/xhtml/images/blog/grid/pic1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/grid/pic1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:07	167571/167571	---M--	200	added ('OK')	image/jpeg	etag:%2228e93-5828df884b6c0%22	https://kelsey.dexignzone.com/xhtml/images/blog/default/thum1.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/default/thum1.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:07	3890/3890	---M--	200	added ('OK')	image/jpeg	etag:%22f32-5828df93bd1c0%22	https://kelsey.dexignzone.com/xhtml/images/blog/recent-blog/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/recent-blog/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:08	3491/3491	---M--	200	added ('OK')	image/jpeg	etag:%22da3-5828df93bd1c0%22	https://kelsey.dexignzone.com/xhtml/images/blog/recent-blog/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/recent-blog/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:08	5714/5714	---M--	200	added ('OK')	image/jpeg	etag:%221652-5828df93bd1c0%22	https://kelsey.dexignzone.com/xhtml/images/blog/recent-blog/pic4.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/recent-blog/pic4.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:10	29879/29879	---M--	200	added ('OK')	image/jpeg	etag:%2274b7-5828df8c1bfc0%22	https://kelsey.dexignzone.com/xhtml/images/blog/grid/pic2.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/grid/pic2.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:11	1034/1034	---M--	200	added ('OK')	image/png	etag:%2240a-5828df725c300%22	https://kelsey.dexignzone.com/xhtml/images/logo.png	avo/avo/kelsey.dexignzone.com/xhtml/images/logo.png	(from https://kelsey.dexignzone.com/xhtml/)
10:19:12	45063/45063	---M--	200	added ('OK')	image/jpeg	etag:%22b007-5828df8c1bfc0%22	https://kelsey.dexignzone.com/xhtml/images/blog/grid/pic3.jpg	avo/avo/kelsey.dexignzone.com/xhtml/images/blog/grid/pic3.jpg	(from https://kelsey.dexignzone.com/xhtml/)
10:19:14	20490/20490	---M--	200	added ('OK')	application/x-javascript	etag:%22500a-5828dfa20b380%22	https://kelsey.dexignzone.com/xhtml/plugins/bootstrap/js/popper.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/bootstrap/js/popper.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:14	86927/86927	---M--	200	added ('OK')	application/x-javascript	etag:%221538f-5828febb51280%22	https://kelsey.dexignzone.com/xhtml/js/jquery.min.js	avo/avo/kelsey.dexignzone.com/xhtml/js/jquery.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:17	30072/30072	---M--	200	added ('OK')	application/x-javascript	etag:%227578-5828df9a6a180%22	https://kelsey.dexignzone.com/xhtml/plugins/bootstrap-select/bootstrap-select.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/bootstrap-select/bootstrap-select.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:17	9071/9071	---M--	200	added ('OK')	application/x-javascript	etag:%22236f-5828df9b5e3c0%22	https://kelsey.dexignzone.com/xhtml/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:18	50670/50670	---M--	200	added ('OK')	application/x-javascript	etag:%22c5ee-5828dfa20b380%22	https://kelsey.dexignzone.com/xhtml/plugins/bootstrap/js/bootstrap.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/bootstrap/js/bootstrap.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:18	20213/20213	---M--	200	added ('OK')	application/x-javascript	etag:%224ef5-5828df9d46840%22	https://kelsey.dexignzone.com/xhtml/plugins/magnific-popup/magnific-popup.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/magnific-popup/magnific-popup.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:19	8835/8835	---M--	200	added ('OK')	application/x-javascript	etag:%222283-5828df9b5e3c0%22	https://kelsey.dexignzone.com/xhtml/plugins/counter/waypoints-min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/counter/waypoints-min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:20	2181/2181	---M--	200	added ('OK')	application/x-javascript	etag:%22885-5828df9b5e3c0%22	https://kelsey.dexignzone.com/xhtml/plugins/counter/counterup.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/counter/counterup.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:21	6895/6895	---M--	200	added ('OK')	application/x-javascript	etag:%221aef-5828df9c52600%22	https://kelsey.dexignzone.com/xhtml/plugins/imagesloaded/imagesloaded.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/imagesloaded/imagesloaded.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:23	25467/25467	---M--	200	added ('OK')	application/x-javascript	etag:%22637b-5828df9e3aa80%22	https://kelsey.dexignzone.com/xhtml/plugins/masonry/masonry-3.1.4.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/masonry/masonry-3.1.4.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:27	480/480	---M--	200	added ('OK')	application/x-javascript	etag:%221e0-5828df9e3aa80%22	https://kelsey.dexignzone.com/xhtml/plugins/masonry/masonry.filter.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/masonry/masonry.filter.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:31	20704/20704	---M--	200	added ('OK')	application/x-javascript	etag:%2250e0-5866565f1aaad%22	https://kelsey.dexignzone.com/xhtml/js/custom.js	avo/avo/kelsey.dexignzone.com/xhtml/js/custom.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:33	42760/42760	---M--	200	added ('OK')	application/x-javascript	etag:%22a708-5828df9f2ecc0%22	https://kelsey.dexignzone.com/xhtml/plugins/owl-carousel/owl.carousel.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/owl-carousel/owl.carousel.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:33	3012/3012	---M--	200	added ('OK')	application/x-javascript	etag:%22bc4-5828feba5d040%22	https://kelsey.dexignzone.com/xhtml/js/dz.carousel.js	avo/avo/kelsey.dexignzone.com/xhtml/js/dz.carousel.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:34	5083/5083	---M--	200	added ('OK')	application/x-javascript	etag:%2213db-5828feba5d040%22	https://kelsey.dexignzone.com/xhtml/js/dz.ajax.js	avo/avo/kelsey.dexignzone.com/xhtml/js/dz.ajax.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:37	64855/64855	---M--	200	added ('OK')	application/x-javascript	etag:%22fd57-5828dfc278000%22	https://kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:38	8281/8281	---M--	200	added ('OK')	application/x-javascript	etag:%222059-5828dfd3a2880%22	https://kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.actions.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.actions.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:39	7601/7601	---M--	200	added ('OK')	application/x-javascript	etag:%221db1-5828dfd3a2880%22	https://kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.carousel.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:39	110418/110418	---M--	200	added ('OK')	application/x-javascript	etag:%221af52-5828dfc278000%22	https://kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:39	3748/3748	---M--	200	added ('OK')	application/x-javascript	etag:%22ea4-5828dfd496ac0%22	https://kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.kenburn.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://kelsey.dexignzone.com/xhtml/)
10:19:42	26095/26095	---M--	200	added ('OK')	application/x-javascript	etag:%2265ef-5828dfd496ac0%22	https://kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.migration.min.js	avo/avo/kelsey.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.migration.min.js	(from https://kelsey.dexignzone.com/xhtml/)
